deviceId,eDateTime,eDate,packetName,deviceName,errorFlag,sdpArrivalTime,stage1ProcessingTime,stage2ProcessingTime,stage3ProcessingTime,dwIngestionTime,createdDate,updatedDate,schemaVersion,sequenceNumber,latitude,longitude,utc,hrlfc,sweetSpot,topGear,sweetSpotPercent,seconds,minute,hour,month,day,year,minuteOffset,hourOffset,totalDistance,fuelLevel,amberWarningLamp,redStopLamp,malfunctionLamp,flashMalfunctionLamp,spnlsb,spn82ndByte,failureMode,spn3Msb,occurrenceCount,cca,cces,ccss,engineSpeed,engineStartMode,engineOperatingHours,powerKeyPos,accPedalIdleSwitch,vehicleSpeed,controllerTrimMode,engineOilPressure,engineCoolantTemp,accPedalPosition,tripFuel,live,ignitionStatus,sFuelLevelPer,sFuelLevelLtrs,fuelResistance,distanceInLowACMode,engineHoursInLowACMode,distanceInHighACMode,engineHoursInHighACMode,distanceInACMode,engineHoursInACMode,acCompressorClutchStatus,acLowModeswitchStatus,acHighModeStatus,acCompressorRelayStatus,acBlowerRelayStatus
352467113847011,2026-01-19T21:43:06,2026-01-19,CANBS4,WABCO,false,2026-01-19T21:43:19,2026-01-19T21:43:19,2026-01-19T21:43:23,2026-01-19T21:43:26,2026-01-19T21:43:26.459885,2026-01-19T21:43:26.459906,2026-01-19T21:43:26.459852,1.1,30686,23.91006,85.21272,822154386,14921.46,0,0,38,0,0,0,0,0,0,0,0,11527.15,73.6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1521.45,0,0,0,0,0,0,0,13827.5,1,0,73.6,231.84,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T19:46:02,2026-01-19,CANBS4,WABCO,false,2026-01-19T20:02:06,2026-01-19T20:02:06,2026-01-19T20:02:09,2026-01-19T20:02:13,2026-01-19T20:02:15.185445,2026-01-19T20:02:15.185474,2026-01-19T20:02:15.185386,1.1,29573,23.90796,85.20243,822147362,14891.03,0,0,38,0,0,0,0,0,0,0,0,11527.15,82.4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1519.6,0,0,0,0,0,0,0,13797,0,0,82.4,259.56,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T18:18:26,2026-01-19,CANBS4,WABCO,false,2026-01-19T18:18:35,2026-01-19T18:18:35,2026-01-19T18:18:38,2026-01-19T18:18:39,2026-01-19T18:18:39.588374,2026-01-19T18:18:39.588395,2026-01-19T18:18:39.588343,1.1,28706,23.90785,85.2035,822142106,14871.76,1,0,38,54,17,18,1,19,2026,130,130,11527.15,82.4,0,0,0,3,0,0,0,0,0,0,0,0,1759.5,3,1518.15,1,0,11.83,0,372,84,8.8,13778,1,0,82.4,259.56,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T19:43:26,2026-01-19,CANBS4,WABCO,false,2026-01-19T20:02:31,2026-01-19T20:02:31,2026-01-19T20:02:39,2026-01-19T20:02:43,2026-01-19T20:02:44.360322,2026-01-19T20:02:44.360286,2026-01-19T20:02:44.360346,1.1,29544,23.90782,85.20358,822147206,14890.96,1,0,38,52,42,19,1,19,2026,130,130,11527.15,82.4,0,0,0,3,0,0,0,0,0,0,0,0,1804.12,3,1519.55,1,0,12.33,0,364,84,22,13797,0,0,82.4,259.56,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T20:44:16,2026-01-19,CANBS4,WABCO,false,2026-01-19T20:44:26,2026-01-19T20:44:26,2026-01-19T20:44:31,2026-01-19T20:44:34,2026-01-19T20:44:37.392473,2026-01-19T20:44:37.392509,2026-01-19T20:44:37.392431,1.1,30110,23.90934,85.20564,822150856,14904.7,5,0,38,43,43,20,1,19,2026,130,130,11527.15,73.6,0,0,0,3,0,0,0,0,0,0,0,0,2385.75,3,1520.5,1,0,21.9,0,388,90,56,13810.5,1,0,73.6,231.84,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T20:14:16,2026-01-19,CANBS4,WABCO,false,2026-01-19T20:14:31,2026-01-19T20:14:31,2026-01-19T20:14:39,2026-01-19T20:14:43,2026-01-19T20:14:46.842675,2026-01-19T20:14:46.842638,2026-01-19T20:14:46.842700,1.1,29808,23.91002,85.21151,822149056,14900.1,1,0,38,43,13,20,1,19,2026,130,130,11527.15,73.6,0,0,0,3,0,0,0,0,0,0,0,0,1741.37,3,1520,1,0,16.11,0,356,86,62,13806,1,0,73.6,231.84,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T21:35:16,2026-01-19,CANBS4,WABCO,false,2026-01-19T21:35:25,2026-01-19T21:35:25,2026-01-19T21:35:33,2026-01-19T21:35:36,2026-01-19T21:35:36.251335,2026-01-19T21:35:36.251297,2026-01-19T21:35:36.251361,1.1,30610,23.90955,85.21251,822153916,14921.14,7,0,38,44,34,21,1,19,2026,130,130,11527.15,73.6,0,0,0,3,0,0,0,0,0,0,0,0,1299.62,3,1521.35,1,0,0,0,340,86,50,13827,1,0,73.6,231.84,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T21:23:16,2026-01-19,CANBS4,WABCO,false,2026-01-19T21:23:26,2026-01-19T21:23:26,2026-01-19T21:23:32,2026-01-19T21:23:35,2026-01-19T21:23:35.672739,2026-01-19T21:23:35.672759,2026-01-19T21:23:35.672708,1.1,30494,23.90998,85.20431,822153196,14915.43,2,0,38,43,22,21,1,19,2026,130,130,11527.15,73.6,0,0,1,3,231,10,0,0,49,0,0,0,1722,3,1521.15,1,0,11.58,0,356,93,62.8,13821.5,1,0,73.6,231.84,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T19:08:26,2026-01-19,CANBS4,WABCO,false,2026-01-19T19:08:35,2026-01-19T19:08:35,2026-01-19T19:08:40,2026-01-19T19:08:41,2026-01-19T19:08:42.600857,2026-01-19T19:08:42.600878,2026-01-19T19:08:42.600826,1.1,29197,23.90886,85.2016,822145106,14881.68,7,0,38,52,7,19,1,19,2026,130,130,11527.15,82.4,0,0,1,3,237,243,11,7,46,0,0,0,600.12,3,1519,1,1,0,0,144,85,0,13787.5,1,0,82.4,259.56,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T18:35:26,2026-01-19,CANBS4,WABCO,false,2026-01-19T18:35:43,2026-01-19T18:35:43,2026-01-19T18:35:48,2026-01-19T18:35:50,2026-01-19T18:35:52.142129,2026-01-19T18:35:52.142096,2026-01-19T18:35:52.142152,1.1,28870,23.90869,85.20107,822143126,14873.43,1,0,38,52,34,18,1,19,2026,130,130,11527.15,82.4,0,0,0,3,0,0,0,0,0,0,0,0,1605.12,3,1518.45,1,0,14.35,0,360,87,46.8,13779.5,1,0,82.4,259.56,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T18:21:26,2026-01-19,CANBS4,WABCO,false,2026-01-19T18:21:36,2026-01-19T18:21:36,2026-01-19T18:21:38,2026-01-19T18:21:39,2026-01-19T18:21:41.482602,2026-01-19T18:21:41.482626,2026-01-19T18:21:41.482569,1.1,28737,23.90885,85.2021,822142286,14872.06,7,0,38,53,20,18,1,19,2026,130,130,11527.15,82.4,0,0,0,3,0,0,0,0,0,0,0,0,1382.37,3,1518.2,1,0,9.31,0,352,85,18.8,13778,1,0,82.4,259.56,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T20:37:16,2026-01-19,CANBS4,WABCO,false,2026-01-19T20:37:25,2026-01-19T20:37:25,2026-01-19T20:37:31,2026-01-19T20:37:34,2026-01-19T20:37:35.170970,2026-01-19T20:37:35.170922,2026-01-19T20:37:35.171002,1.1,30038,23.90892,85.20122,822150436,14901.77,2,0,38,43,36,20,1,19,2026,130,130,11527.15,73.6,0,0,0,3,0,0,0,0,0,0,0,0,2131.25,3,1520.4,1,0,10.32,0,388,87,72.8,13808,1,0,73.6,231.84,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T18:29:26,2026-01-19,CANBS4,WABCO,false,2026-01-19T18:29:39,2026-01-19T18:29:39,2026-01-19T18:29:48,2026-01-19T18:29:49,2026-01-19T18:29:51.678570,2026-01-19T18:29:51.678591,2026-01-19T18:29:51.678539,1.1,28813,23.90886,85.20152,822142766,14872.33,7,0,38,54,28,18,1,19,2026,130,130,11527.15,82.4,0,0,0,3,0,0,0,0,0,0,0,0,599.87,3,1518.35,1,1,0,0,152,83,0,13778.5,1,0,82.4,259.56,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T18:39:26,2026-01-19,CANBS4,WABCO,false,2026-01-19T18:39:33,2026-01-19T18:39:33,2026-01-19T18:39:39,2026-01-19T18:39:40,2026-01-19T18:39:42.237036,2026-01-19T18:39:42.237069,2026-01-19T18:39:42.236987,1.1,28908,23.90939,85.20562,822143366,14875.34,2,0,38,53,38,18,1,19,2026,130,130,11527.15,82.4,0,0,0,3,0,0,0,0,0,0,0,0,1885.37,3,1518.5,1,0,17.37,0,368,90,68,13781.5,1,0,82.4,259.56,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T18:49:26,2026-01-19,CANBS4,WABCO,false,2026-01-19T18:49:33,2026-01-19T18:49:33,2026-01-19T18:49:39,2026-01-19T18:49:40,2026-01-19T18:49:42.027443,2026-01-19T18:49:42.027463,2026-01-19T18:49:42.027412,1.1,29008,23.90984,85.21272,822143966,14880.73,7,0,38,52,48,18,1,19,2026,130,130,11527.15,82.4,0,0,1,3,237,243,11,7,78,0,0,0,600.87,3,1518.65,1,1,0,0,128,89,0,13787,1,0,82.4,259.56,0,0,0,0,0,0,0,0,0,0,0,0
352467113847011,2026-01-19T20:20:16,2026-01-19,CANBS4,WABCO,false,2026-01-19T20:20:25,2026-01-19T20:20:25,2026-01-19T20:20:30,2026-01-19T20:20:33,2026-01-19T20:20:34.116321,2026-01-19T20:20:34.116352,2026-01-19T20:20:34.116278,1.1,29863,23.90981,85.21275,822149416,14900.52,7,0,38,43,19,20,1,19,2026,130,130,11527.15,73.6,0,0,0,3,0,0,0,0,0,0,0,0,1474,3,1520.1,1,0,7.05,0,300,87,36,13806.5,1,0,73.6,231.84,0,0,0,0,0,0,0,0,0,0,0,0
